Year,Month,Day,Place,Ozone,Dust,Micro_Dust
2016,4,9,종로구,0.014,120.0,78.0
2016,4,9,종로,0.014,118.0,57.0
2016,4,9,정릉로,0.021,131.0,54.0
2016,4,9,은평구,0.021,113.0,45.0
2016,4,9,용산구,0.017,101.0,64.0
2016,4,9,영등포로,0.012,149.0,66.0
2016,4,9,영등포구,0.019,130.0,61.0
2016,4,9,양천구,0.029,104.0,47.0
2016,4,9,강서구,0.022,107.0,42.0
2016,4,9,강동구,0.011,123.0,54.0
2016,4,9,강남대로,0.01,115.0,61.0
2016,4,9,강북구,0.016,113.0,62.0
2016,4,9,강변북로,0.008,127.0,51.0
2016,4,9,공항대로,0.011,108.0,44.0
2016,4,9,강남구,0.019,132.0,63.0
2016,4,10,마포구,0.04,129.0,72.0
2016,4,10,강서구,0.032,112.0,47.0
2016,4,10,동작구,0.037,131.0,77.0
2016,4,10,동대문구,0.043,161.0,75.0
2016,4,10,도산대로,0.032,120.0,59.0
2016,4,10,노원구,0.048,124.0,79.0
2016,4,10,도봉구,0.051,145.0,59.0
2016,4,10,금천구,0.04,119.0,64.0
2016,4,10,구로구,0.034,133.0,71.0
2016,4,10,영등포구,0.03,142.0,69.0
2016,4,10,강남구,0.04,154.0,75.0
2016,4,10,종로구,0.031,137.0,93.0
2016,4,10,종로,0.032,136.0,66.0
2016,4,10,정릉로,0.04,156.0,67.0
2016,4,10,은평구,0.041,123.0,55.0
2016,4,10,용산구,0.032,119.0,74.0
2016,4,10,영등포로,0.019,167.0,72.0
2016,4,10,성북구,0.037,127.0,61.0
2016,4,10,광진구,0.042,143.0,88.0
2016,4,10,관악구,0.04,122.0,63.0
2016,4,10,공항대로,0.018,117.0,49.0
2016,4,10,강변북로,0.022,136.0,57.0
2016,4,10,강북구,0.053,136.0,76.0
2016,4,10,강동구,0.025,150.0,58.0
2016,4,10,강남대로,0.023,129.0,68.0
2016,4,10,동작대로,0.024,148.0,70.0
2016,4,10,서대문구,0.039,134.0,72.0
2016,4,10,성동구,0.037,147.0,54.0
2016,4,10,서초구,0.037,130.0,49.0
2016,4,10,송파구,0.04,116.0,53.0
2016,4,10,신촌로,0.018,157.0,61.0
2016,4,10,양천구,0.04,117.0,54.0
2016,4,10,중구,0.036,125.0,67.0
2016,4,10,화랑로,0.029,142.0,72.0
2016,4,10,홍릉로,0.025,127.0,78.0
2016,4,10,한강대로,0.022,140.0,59.0
2016,4,10,청계천로,0.035,118.0,41.0
2016,4,10,중랑구,0.039,163.0,85.0
2016,4,10,천호대로,0.03,125.0,68.0
2016,4,11,한강대로,0.022,58.0,21.0
2016,4,11,홍릉로,0.02,39.0,22.0
2016,4,11,화랑로,0.02,48.0,20.0
2016,4,11,영등포구,0.023,55.0,22.0
2016,4,11,정릉로,0.02,55.0,26.0
2016,4,11,은평구,0.031,48.0,20.0
2016,4,11,용산구,0.031,37.0,20.0
2016,4,11,영등포로,0.021,56.0,23.0
2016,4,11,동작대로,0.018,66.0,32.0
2016,4,11,동작구,0.028,48.0,22.0
2016,4,11,동대문구,0.035,49.0,19.0
2016,4,11,구로구,0.026,53.0,24.0
2016,4,11,노원구,0.034,34.0,17.0
2016,4,11,금천구,0.03,48.0,24.0
2016,4,11,도산대로,0.025,47.0,19.0
2016,4,11,도봉구,0.037,48.0,18.0
2016,4,11,청계천로,0.025,41.0,13.0
2016,4,11,마포구,0.032,46.0,22.0
2016,4,11,천호대로,0.026,35.0,15.0
2016,4,11,중랑구,0.035,47.0,19.0
2016,4,11,종로구,0.025,43.0,22.0
2016,4,11,중구,0.028,49.0,21.0
2016,4,11,종로,0.028,44.0,16.0
2016,4,11,강북구,0.033,38.0,18.0
2016,4,11,강서구,0.026,53.0,19.0
2016,4,11,공항대로,0.012,67.0,22.0
2016,4,11,관악구,0.031,44.0,22.0
2016,4,11,광진구,0.038,39.0,18.0
2016,4,11,성북구,0.026,45.0,15.0
2016,4,11,성동구,0.035,51.0,18.0
2016,4,11,서초구,0.026,51.0,19.0
2016,4,11,서대문구,0.035,50.0,21.0
2016,4,11,송파구,0.04,41.0,16.0
2016,4,11,신촌로,0.016,69.0,27.0
2016,4,11,양천구,0.031,46.0,21.0
2016,4,11,강남구,0.034,46.0,19.0
2016,4,11,강남대로,0.02,55.0,24.0
2016,4,11,강동구,0.023,44.0,18.0
2016,4,11,강변북로,0.023,51.0,18.0
2016,4,12,구로구,0.027,63.0,30.0
2016,4,12,도봉구,0.033,57.0,24.0
2016,4,12,송파구,0.038,52.0,24.0
2016,4,12,성북구,0.025,53.0,21.0
2016,4,12,성동구,0.027,62.0,24.0
2016,4,12,강변북로,0.014,59.0,24.0
2016,4,12,영등포로,0.016,69.0,30.0
2016,4,12,영등포구,0.023,68.0,30.0
2016,4,12,양천구,0.029,58.0,29.0
2016,4,12,서초구,0.024,57.0,23.0
2016,4,12,강북구,0.031,48.0,25.0
2016,4,12,서대문구,0.036,62.0,29.0
2016,4,12,노원구,0.032,40.0,23.0
2016,4,12,동대문구,0.032,60.0,26.0
2016,4,12,강남대로,0.013,63.0,30.0
2016,4,12,금천구,0.031,57.0,30.0
2016,4,12,홍릉로,0.019,50.0,30.0
2016,4,12,신촌로,0.014,85.0,33.0
2016,4,12,한강대로,0.024,70.0,27.0
2016,4,12,청계천로,0.022,51.0,17.0
2016,4,12,화랑로,0.016,57.0,27.0
2016,4,12,천호대로,0.026,44.0,26.0
2016,4,12,공항대로,0.013,79.0,30.0
2016,4,12,광진구,0.034,51.0,28.0
2016,4,12,용산구,0.029,46.0,27.0
2016,4,12,종로구,0.023,54.0,30.0
2016,4,12,종로,0.025,49.0,20.0
2016,4,12,정릉로,0.028,63.0,29.0
2016,4,12,은평구,0.033,57.0,24.0
2016,4,12,강남구,0.028,58.0,27.0
2016,4,12,강동구,0.025,58.0,25.0
2016,4,12,중랑구,0.033,59.0,26.0
2016,4,12,도산대로,0.023,55.0,25.0
2016,4,12,강서구,0.024,66.0,26.0
2016,4,12,동작대로,0.016,75.0,41.0
2016,4,12,마포구,0.032,58.0,31.0
2016,4,12,관악구,0.034,55.0,29.0
2016,4,12,동작구,0.029,55.0,29.0
2016,4,12,중구,0.028,59.0,27.0
2016,4,13,관악구,0.025,58.0,33.0
2016,4,13,공항대로,0.011,69.0,32.0
2016,4,13,은평구,0.028,56.0,28.0
2016,4,13,정릉로,0.021,66.0,32.0
2016,4,13,종로,0.014,57.0,32.0
2016,4,13,종로구,0.016,57.0,37.0
2016,4,13,중구,0.019,57.0,30.0
2016,4,13,구로구,0.019,63.0,35.0
2016,4,13,강남구,0.02,62.0,34.0
2016,4,13,강남대로,0.01,66.0,34.0
2016,4,13,강동구,0.017,61.0,33.0
2016,4,13,강변북로,0.009,65.0,29.0
2016,4,13,한강대로,0.013,66.0,30.0
2016,4,13,홍릉로,0.013,52.0,37.0
2016,4,13,화랑로,0.016,63.0,34.0
2016,4,13,광진구,0.023,59.0,38.0
2016,4,13,중랑구,0.024,63.0,35.0
2016,4,13,성동구,0.018,66.0,28.0
2016,4,13,용산구,0.017,48.0,33.0
2016,4,13,강서구,0.018,61.0,29.0
2016,4,13,강북구,0.024,52.0,33.0
2016,4,13,금천구,0.023,57.0,34.0
2016,4,13,성북구,0.016,52.0,27.0
2016,4,13,영등포로,0.009,78.0,36.0
2016,4,13,영등포구,0.015,66.0,35.0
2016,4,13,노원구,0.024,49.0,34.0
2016,4,13,서대문구,0.027,59.0,35.0
2016,4,13,동작대로,0.013,77.0,47.0
2016,4,13,동대문구,0.023,60.0,32.0
2016,4,13,동작구,0.022,58.0,35.0
2016,4,13,마포구,0.023,58.0,35.0
2016,4,13,서초구,0.02,55.0,26.0
2016,4,13,도봉구,0.021,56.0,30.0
2016,4,13,도산대로,0.016,58.0,30.0
2016,4,13,신촌로,0.009,82.0,36.0
2016,4,13,송파구,0.024,56.0,29.0
2016,4,13,양천구,0.022,57.0,30.0
2016,4,13,천호대로,0.016,56.0,33.0
2016,4,13,청계천로,0.013,54.0,20.0
2016,4,14,영등포구,0.012,62.0,32.0
2016,4,14,서초구,0.016,53.0,24.0
2016,4,14,동대문구,0.018,62.0,31.0
2016,4,14,서대문구,0.019,60.0,35.0
2016,4,14,마포구,0.016,59.0,35.0
2016,4,14,동작구,0.017,61.0,37.0
2016,4,14,은평구,0.021,55.0,27.0
2016,4,14,양천구,0.019,48.0,24.0
2016,4,14,한강대로,0.01,64.0,30.0
2016,4,14,홍릉로,0.01,53.0,36.0
2016,4,14,화랑로,0.013,56.0,30.0
2016,4,14,도봉구,0.031,52.0,23.0
2016,4,14,노원구,0.023,46.0,30.0
2016,4,14,금천구,0.017,53.0,31.0
2016,4,14,구로구,0.013,55.0,31.0
2016,4,14,광진구,0.016,61.0,38.0
2016,4,14,관악구,0.015,58.0,33.0
2016,4,14,공항대로,0.008,63.0,27.0
2016,4,14,강서구,0.012,57.0,26.0
2016,4,14,강북구,0.025,46.0,26.0
2016,4,14,청계천로,0.012,54.0,20.0
2016,4,14,천호대로,0.012,55.0,34.0
2016,4,14,중랑구,0.017,64.0,34.0
2016,4,14,중구,0.014,59.0,31.0
2016,4,14,종로구,0.012,58.0,37.0
2016,4,14,종로,0.014,86.0,62.0
2016,4,14,정릉로,0.024,61.0,28.0
2016,4,14,동작대로,0.01,72.0,47.0
2016,4,14,강동구,0.011,65.0,32.0
2016,4,14,강남구,0.016,61.0,32.0
2016,4,14,강남대로,0.009,62.0,34.0
2016,4,14,성동구,0.014,62.0,26.0
2016,4,14,성북구,0.015,53.0,26.0
2016,4,14,송파구,0.016,55.0,27.0
2016,4,14,신촌로,0.008,84.0,37.0
2016,4,14,용산구,0.011,52.0,34.0
2016,4,14,영등포로,0.008,69.0,31.0
2016,4,14,도산대로,0.014,54.0,28.0
2016,4,14,강변북로,0.009,63.0,26.0
2016,4,15,화랑로,0.018,62.0,30.0
2016,4,15,강서구,0.03,58.0,27.0
2016,4,15,강북구,0.036,45.0,24.0
2016,4,15,강변북로,0.018,60.0,29.0
2016,4,15,강동구,0.025,59.0,27.0
2016,4,15,강남대로,0.015,65.0,32.0
2016,4,15,강남구,0.032,57.0,27.0
2016,4,15,은평구,0.035,54.0,26.0
2016,4,15,용산구,0.034,43.0,27.0
2016,4,15,영등포로,0.014,63.0,30.0
2016,4,15,영등포구,0.026,61.0,29.0
2016,4,15,양천구,0.033,52.0,25.0
2016,4,15,신촌로,0.013,78.0,32.0
2016,4,15,송파구,0.032,58.0,26.0
2016,4,15,동대문구,0.033,57.0,25.0
2016,4,15,도산대로,0.024,55.0,25.0
2016,4,15,성북구,0.025,58.0,26.0
2016,4,15,성동구,0.03,61.0,26.0
2016,4,15,서초구,0.031,55.0,23.0
2016,4,15,서대문구,0.04,56.0,31.0
2016,4,15,동작대로,0.017,75.0,42.0
2016,4,15,마포구,0.032,54.0,30.0
2016,4,15,동작구,0.03,54.0,28.0
2016,4,15,정릉로,0.033,65.0,31.0
2016,4,15,종로,0.022,55.0,24.0
2016,4,15,도봉구,0.039,54.0,24.0
2016,4,15,노원구,0.034,41.0,24.0
2016,4,15,공항대로,0.015,71.0,28.0
2016,4,15,관악구,0.031,55.0,31.0
2016,4,15,광진구,0.032,51.0,28.0
2016,4,15,구로구,0.024,58.0,30.0
2016,4,15,금천구,0.029,56.0,30.0
2016,4,15,천호대로,0.023,46.0,24.0
2016,4,15,종로구,0.026,51.0,29.0
2016,4,15,중랑구,0.036,59.0,28.0
2016,4,15,중구,0.031,55.0,26.0
2016,4,15,한강대로,0.019,62.0,26.0
2016,4,15,청계천로,0.023,48.0,16.0
2016,4,15,홍릉로,0.019,48.0,29.0
2016,4,16,화랑로,0.016,59.0,28.0
2016,4,16,신촌로,0.016,73.0,28.0
2016,4,16,양천구,0.029,49.0,23.0
2016,4,16,영등포구,0.022,58.0,25.0
2016,4,16,영등포로,0.013,65.0,26.0
2016,4,16,용산구,0.031,41.0,23.0
2016,4,16,은평구,0.037,46.0,21.0
2016,4,16,정릉로,0.026,62.0,27.0
2016,4,16,송파구,0.034,55.0,25.0
2016,4,16,청계천로,0.018,46.0,15.0
2016,4,16,동대문구,0.029,53.0,24.0
2016,4,16,도봉구,0.03,51.0,23.0
2016,4,16,도산대로,0.022,53.0,24.0
2016,4,16,구로구,0.026,57.0,27.0
2016,4,16,금천구,0.032,45.0,24.0
2016,4,16,광진구,0.033,49.0,26.0
2016,4,16,노원구,0.032,38.0,22.0
2016,4,16,공항대로,0.012,67.0,24.0
2016,4,16,종로,0.014,54.0,22.0
2016,4,16,홍릉로,0.019,42.0,28.0
2016,4,16,한강대로,0.019,64.0,26.0
2016,4,16,중랑구,0.037,56.0,24.0
2016,4,16,천호대로,0.023,42.0,23.0
2016,4,16,중구,0.017,54.0,25.0
2016,4,16,관악구,0.03,48.0,26.0
2016,4,16,강남구,0.027,54.0,24.0
2016,4,16,강남대로,0.014,63.0,29.0
2016,4,16,강동구,0.025,56.0,25.0
2016,4,16,강변북로,0.019,60.0,25.0
2016,4,16,강북구,0.029,42.0,22.0
2016,4,16,서대문구,0.042,51.0,28.0
2016,4,16,동작구,0.028,48.0,24.0
2016,4,16,강서구,0.023,55.0,26.0
2016,4,16,서초구,0.029,56.0,22.0
2016,4,16,종로구,0.022,47.0,26.0
2016,4,16,성북구,0.02,56.0,24.0
2016,4,16,성동구,0.028,60.0,26.0
2016,4,16,마포구,0.032,51.0,26.0
2016,4,16,동작대로,0.015,70.0,38.0
2016,4,17,중구,0.038,48.0,16.0
2016,4,17,중랑구,0.04,49.0,16.0
2016,4,17,광진구,0.046,40.0,16.0
2016,4,17,홍릉로,0.024,37.0,18.0
2016,4,17,한강대로,0.026,52.0,16.0
2016,4,17,청계천로,0.038,38.0,10.0
2016,4,17,천호대로,0.038,38.0,19.0
2016,4,17,정릉로,0.037,50.0,20.0
2016,4,17,종로,0.033,48.0,17.0
2016,4,17,강남구,0.043,52.0,18.0
2016,4,17,강북구,0.045,33.0,10.0
2016,4,17,동대문구,0.038,47.0,17.0
2016,4,17,도산대로,0.038,49.0,16.0
2016,4,17,도봉구,0.045,43.0,13.0
2016,4,17,노원구,0.043,30.0,11.0
2016,4,17,금천구,0.044,41.0,14.0
2016,4,17,구로구,0.037,50.0,20.0
2016,4,17,동작구,0.04,41.0,15.0
2016,4,17,공항대로,0.022,45.0,15.0
2016,4,17,강남대로,0.032,64.0,24.0
2016,4,17,강동구,0.032,50.0,17.0
2016,4,17,강변북로,0.032,52.0,19.0
2016,4,17,관악구,0.042,45.0,20.0
2016,4,17,강서구,0.036,51.0,20.0
2016,4,17,양천구,0.043,39.0,12.0
2016,4,17,종로구,0.03,41.0,19.0
2016,4,17,신촌로,0.022,68.0,19.0
2016,4,17,송파구,0.046,47.0,15.0
2016,4,17,성북구,0.032,53.0,17.0
2016,4,17,성동구,0.042,56.0,18.0
2016,4,17,서초구,0.042,49.0,16.0
2016,4,17,서대문구,0.043,53.0,19.0
2016,4,17,마포구,0.042,42.0,17.0
2016,4,17,동작대로,0.033,63.0,28.0
2016,4,17,화랑로,0.031,49.0,22.0
2016,4,17,영등포구,0.035,54.0,18.0
2016,4,17,영등포로,0.023,55.0,18.0
2016,4,17,용산구,0.039,38.0,16.0
2016,4,17,은평구,0.045,49.0,16.0
2016,4,18,화랑로,0.025,71.0,26.0
2016,4,18,홍릉로,0.02,54.0,27.0
2016,4,18,한강대로,0.02,78.0,24.0
2016,4,18,청계천로,0.027,53.0,15.0
2016,4,18,천호대로,0.032,52.0,22.0
2016,4,18,중랑구,0.033,74.0,20.0
2016,4,18,강남구,0.039,69.0,24.0
2016,4,18,신촌로,0.015,90.0,28.0
2016,4,18,송파구,0.04,65.0,20.0
2016,4,18,성북구,0.027,70.0,22.0
2016,4,18,성동구,0.035,75.0,23.0
2016,4,18,서초구,0.038,65.0,19.0
2016,4,18,서대문구,0.039,67.0,29.0
2016,4,18,마포구,0.035,55.0,24.0
2016,4,18,동대문구,0.032,68.0,24.0
2016,4,18,광진구,0.039,60.0,23.0
2016,4,18,동작대로,0.027,84.0,36.0
2016,4,18,동작구,0.036,60.0,22.0
2016,4,18,구로구,0.032,62.0,24.0
2016,4,18,금천구,0.039,51.0,21.0
2016,4,18,노원구,0.037,49.0,21.0
2016,4,18,도봉구,0.043,66.0,21.0
2016,4,18,도산대로,0.032,61.0,22.0
2016,4,18,양천구,0.039,53.0,19.0
2016,4,18,종로,0.025,65.0,24.0
2016,4,18,관악구,0.038,55.0,24.0
2016,4,18,공항대로,0.018,63.0,22.0
2016,4,18,강남대로,0.028,68.0,24.0
2016,4,18,강동구,0.028,74.0,22.0
2016,4,18,강변북로,0.021,78.0,28.0
2016,4,18,강북구,0.042,54.0,19.0
2016,4,18,강서구,0.031,63.0,24.0
2016,4,18,영등포로,0.016,74.0,28.0
2016,4,18,정릉로,0.031,74.0,29.0
2016,4,18,은평구,0.037,60.0,22.0
2016,4,18,용산구,0.032,51.0,22.0
2016,4,18,종로구,0.025,60.0,25.0
2016,4,18,영등포구,0.042,70.0,26.0
2016,4,18,중구,0.029,67.0,23.0
2016,4,19,영등포구,0.019,43.0,18.0
2016,4,19,마포구,0.03,42.0,22.0
2016,4,19,양천구,0.03,40.0,17.0
2016,4,19,서대문구,0.038,47.0,23.0
2016,4,19,서초구,0.022,49.0,20.0
2016,4,19,성동구,0.027,53.0,22.0
2016,4,19,성북구,0.026,47.0,18.0
2016,4,19,송파구,0.033,45.0,20.0
2016,4,19,신촌로,0.015,68.0,25.0
2016,4,19,공항대로,0.014,57.0,20.0
2016,4,19,강서구,0.027,50.0,21.0
2016,4,19,강북구,0.038,36.0,17.0
2016,4,19,강변북로,0.014,58.0,25.0
2016,4,19,강동구,0.023,50.0,22.0
2016,4,19,광진구,0.033,43.0,22.0
2016,4,19,중구,0.031,46.0,20.0
2016,4,19,강남대로,0.018,61.0,27.0
2016,4,19,구로구,0.025,49.0,23.0
2016,4,19,천호대로,0.024,39.0,20.0
2016,4,19,화랑로,0.023,52.0,24.0
2016,4,19,홍릉로,0.019,39.0,23.0
2016,4,19,중랑구,0.03,50.0,20.0
2016,4,19,청계천로,0.025,41.0,12.0
2016,4,19,한강대로,0.023,53.0,23.0
2016,4,19,관악구,0.028,46.0,23.0
2016,4,19,강남구,0.03,50.0,22.0
2016,4,19,도산대로,0.023,47.0,20.0
2016,4,19,동작구,0.028,46.0,21.0
2016,4,19,동대문구,0.03,47.0,20.0
2016,4,19,도봉구,0.041,47.0,19.0
2016,4,19,종로구,0.025,42.0,21.0
2016,4,19,금천구,0.028,42.0,20.0
2016,4,19,노원구,0.037,33.0,18.0
2016,4,19,종로,0.025,46.0,21.0
2016,4,19,영등포로,0.016,56.0,22.0
2016,4,19,용산구,0.027,37.0,19.0
2016,4,19,은평구,0.036,44.0,18.0
2016,4,19,정릉로,0.026,53.0,24.0
2016,4,19,동작대로,0.018,66.0,33.0
2016,4,20,중구,0.017,65.0,30.0
2016,4,20,종로구,0.017,60.0,35.0
2016,4,20,영등포로,0.009,79.0,35.0
2016,4,20,용산구,0.02,52.0,30.0
2016,4,20,은평구,0.026,60.0,27.0
2016,4,20,정릉로,0.022,74.0,34.0
2016,4,20,종로,0.013,64.0,31.0
2016,4,20,광진구,0.022,63.0,35.0
2016,4,20,노원구,0.025,50.0,30.0
2016,4,20,금천구,0.022,55.0,29.0
2016,4,20,강남대로,0.01,75.0,36.0
2016,4,20,강동구,0.016,70.0,31.0
2016,4,20,청계천로,0.013,55.0,19.0
2016,4,20,한강대로,0.013,78.0,31.0
2016,4,20,홍릉로,0.013,53.0,33.0
2016,4,20,화랑로,0.015,73.0,33.0
2016,4,20,강남구,0.021,67.0,31.0
2016,4,20,영등포구,0.008,58.0,25.0
2016,4,20,서초구,0.02,66.0,26.0
2016,4,20,양천구,0.022,60.0,28.0
2016,4,20,성동구,0.02,75.0,31.0
2016,4,20,성북구,0.016,68.0,29.0
2016,4,20,신촌로,0.009,90.0,35.0
2016,4,20,구로구,0.018,69.0,33.0
2016,4,20,송파구,0.02,64.0,30.0
2016,4,20,중랑구,0.022,68.0,32.0
2016,4,20,천호대로,0.016,52.0,30.0
2016,4,20,도봉구,0.022,66.0,28.0
2016,4,20,도산대로,0.016,63.0,28.0
2016,4,20,관악구,0.022,58.0,31.0
2016,4,20,강북구,0.023,57.0,30.0
2016,4,20,강서구,0.02,68.0,33.0
2016,4,20,공항대로,0.011,76.0,31.0
2016,4,20,강변북로,0.01,77.0,33.0
2016,4,20,동작구,0.019,59.0,30.0
2016,4,20,동작대로,0.011,81.0,44.0
2016,4,20,마포구,0.023,60.0,33.0
2016,4,20,동대문구,0.022,67.0,30.0
2016,4,20,서대문구,0.025,67.0,38.0
2016,4,21,강남대로,0.015,37.0,21.0
2016,4,21,강남구,0.027,29.0,18.0
2016,4,21,강동구,0.024,29.0,17.0
2016,4,21,양천구,0.028,28.0,14.0
2016,4,21,신촌로,0.016,42.0,20.0
2016,4,21,송파구,0.032,26.0,16.0
2016,4,21,성북구,0.022,27.0,15.0
2016,4,21,성동구,0.028,30.0,18.0
2016,4,21,서초구,0.025,29.0,16.0
2016,4,21,강서구,0.022,27.0,18.0
2016,4,21,공항대로,0.011,49.0,19.0
2016,4,21,관악구,0.027,30.0,20.0
2016,4,21,광진구,0.034,25.0,15.0
2016,4,21,구로구,0.024,28.0,18.0
2016,4,21,금천구,0.031,26.0,17.0
2016,4,21,노원구,0.031,22.0,16.0
2016,4,21,강변북로,0.023,33.0,19.0
2016,4,21,천호대로,0.02,28.0,20.0
2016,4,21,중랑구,0.032,30.0,18.0
2016,4,21,중구,0.026,26.0,16.0
2016,4,21,종로구,0.023,24.0,16.0
2016,4,21,종로,0.019,31.0,19.0
2016,4,21,정릉로,0.023,34.0,19.0
2016,4,21,강북구,0.034,22.0,14.0
2016,4,21,은평구,0.037,28.0,16.0
2016,4,21,용산구,0.025,25.0,16.0
2016,4,21,영등포구,0.024263157894736844,29.789473684210527,17.55263157894737
2016,4,21,영등포로,0.012,35.0,19.0
2016,4,21,동작구,0.024,32.0,20.0
2016,4,21,동작대로,0.015,43.0,27.0
2016,4,21,마포구,0.03,30.0,19.0
2016,4,21,서대문구,0.036,26.0,17.0
2016,4,21,홍릉로,0.016,26.0,20.0
2016,4,21,도봉구,0.031,25.0,14.0
2016,4,21,도산대로,0.02,30.0,17.0
2016,4,21,동대문구,0.025,28.0,16.0
2016,4,21,화랑로,0.016,33.0,19.0
2016,4,21,한강대로,0.016,33.0,17.0
2016,4,21,청계천로,0.022,26.0,11.0
2016,4,22,성동구,0.031,94.0,50.0
2016,4,22,도봉구,0.038,83.0,41.0
2016,4,22,서초구,0.039,78.0,39.0
2016,4,22,서대문구,0.033,86.0,56.0
2016,4,22,마포구,0.033,84.0,50.0
2016,4,22,동작대로,0.025,98.0,66.0
2016,4,22,동작구,0.038,80.0,48.0
2016,4,22,동대문구,0.03,88.0,46.0
2016,4,22,도산대로,0.03,83.0,46.0
2016,4,22,은평구,0.031,81.0,40.0
2016,4,22,종로구,0.025,84.0,58.0
2016,4,22,종로,0.021,88.0,57.0
2016,4,22,정릉로,0.032,96.0,48.0
2016,4,22,강남대로,0.021,85.0,51.0
2016,4,22,강동구,0.029,90.0,48.0
2016,4,22,강변북로,0.016,93.0,51.0
2016,4,22,강북구,0.039,76.0,48.0
2016,4,22,성북구,0.022,86.0,47.0
2016,4,22,홍릉로,0.017,74.0,55.0
2016,4,22,화랑로,0.02,95.0,56.0
2016,4,22,중구,0.024,81.0,47.0
2016,4,22,중랑구,0.035,93.0,50.0
2016,4,22,천호대로,0.027,77.0,60.0
2016,4,22,청계천로,0.022,74.0,28.0
2016,4,22,한강대로,0.016,91.0,44.0
2016,4,22,양천구,0.041,70.0,35.0
2016,4,22,신촌로,0.014,114.0,52.0
2016,4,22,송파구,0.04,73.0,42.0
2016,4,22,영등포구,0.02905263157894737,84.57894736842105,48.21052631578947
2016,4,22,공항대로,0.014,88.0,42.0
2016,4,22,관악구,0.041,80.0,44.0
2016,4,22,강남구,0.039,86.0,48.0
2016,4,22,용산구,0.03,75.0,49.0
2016,4,22,광진구,0.041,77.0,50.0
2016,4,22,노원구,0.032,71.0,52.0
2016,4,22,영등포로,0.014,107.0,52.0
2016,4,22,금천구,0.041,72.0,41.0
2016,4,22,강서구,0.029,79.0,46.0
2016,4,22,구로구,0.034,84.0,49.0
2016,4,23,구로구,0.022,230.0,52.0
2016,4,23,광진구,0.029,178.0,49.0
2016,4,23,도산대로,0.02,227.0,41.0
2016,4,23,도봉구,0.037,216.0,30.0
2016,4,23,노원구,0.029,146.0,40.0
2016,4,23,금천구,0.024,159.0,43.0
2016,4,23,강북구,0.031,172.0,37.0
2016,4,23,강남구,0.026,233.0,42.0
2016,4,23,강변북로,0.012,228.0,51.0
2016,4,23,강동구,0.02,224.0,38.0
2016,4,23,강남대로,0.012,212.0,47.0
2016,4,23,성동구,0.024,237.0,41.0
2016,4,23,서초구,0.02,237.0,37.0
2016,4,23,서대문구,0.03,226.0,54.0
2016,4,23,마포구,0.028,168.0,44.0
2016,4,23,동작대로,0.014,243.0,61.0
2016,4,23,동작구,0.024,180.0,47.0
2016,4,23,동대문구,0.028,222.0,39.0
2016,4,23,정릉로,0.025,230.0,64.0
2016,4,23,은평구,0.028,192.0,33.0
2016,4,23,용산구,0.02,150.0,42.0
2016,4,23,영등포로,0.014,234.0,51.0
2016,4,23,영등포구,0.023157894736842106,201.3421052631579,43.0
2016,4,23,양천구,0.031,169.0,37.0
2016,4,23,관악구,0.027,170.0,46.0
2016,4,23,공항대로,0.015,185.0,36.0
2016,4,23,강서구,0.028,221.0,46.0
2016,4,23,한강대로,0.016,233.0,39.0
2016,4,23,청계천로,0.022,146.0,26.0
2016,4,23,천호대로,0.02,150.0,42.0
2016,4,23,중랑구,0.031,222.0,42.0
2016,4,23,중구,0.024,210.0,43.0
2016,4,23,종로구,0.024,176.0,49.0
2016,4,23,종로,0.024,184.0,37.0
2016,4,23,성북구,0.025,224.0,37.0
2016,4,23,화랑로,0.017,208.0,44.0
2016,4,23,홍릉로,0.017,140.0,43.0
2016,4,23,송파구,0.028,199.0,38.0
2016,4,23,신촌로,0.014,270.0,46.0
2016,4,24,강동구,0.023,164.0,25.0
2016,4,24,강변북로,0.014,185.0,35.0
2016,4,24,공항대로,0.013,133.0,23.0
2016,4,24,관악구,0.029,131.0,30.0
2016,4,24,광진구,0.031,124.0,25.0
2016,4,24,강북구,0.037,106.0,21.0
2016,4,24,도산대로,0.024,196.0,29.0
2016,4,24,금천구,0.029,127.0,25.0
2016,4,24,구로구,0.023,190.0,37.0
2016,4,24,도봉구,0.042,144.0,22.0
2016,4,24,노원구,0.033,91.0,20.0
2016,4,24,화랑로,0.019,150.0,28.0
2016,4,24,홍릉로,0.021,93.0,25.0
2016,4,24,한강대로,0.023,181.0,28.0
2016,4,24,청계천로,0.027,97.0,15.0
2016,4,24,천호대로,0.022,109.0,26.0
2016,4,24,중랑구,0.038,149.0,29.0
2016,4,24,중구,0.029,153.0,28.0
2016,4,24,동대문구,0.031,156.0,26.0
2016,4,24,동작구,0.029,129.0,23.0
2016,4,24,동작대로,0.016,191.0,39.0
2016,4,24,마포구,0.031,122.0,27.0
2016,4,24,서대문구,0.039,159.0,34.0
2016,4,24,서초구,0.029,184.0,24.0
2016,4,24,성동구,0.028,175.0,27.0
2016,4,24,성북구,0.026,142.0,25.0
2016,4,24,송파구,0.033,159.0,26.0
2016,4,24,신촌로,0.014,210.0,31.0
2016,4,24,양천구,0.033,139.0,21.0
2016,4,24,영등포구,0.026789473684210526,147.76315789473685,27.05263157894737
2016,4,24,영등포로,0.019,193.0,32.0
2016,4,24,용산구,0.029,100.0,24.0
2016,4,24,은평구,0.036,123.0,20.0
